name,content
A129.png,原点O在以MN为直径的圆上，
A130.png,含t的代数式表示M，
A131.png,好又打了9个包，那么这批书共有多少本？
A132.png,如图，等边三角形的顶点A
A133.png,方形网格中，点A、B、C
A134.png,（1）当m、n取何值时，
A135.png,（1）求出表中的a和m
A136.png,有四个不同的“近似整零点”
A137.png,g（x）=x2-2x-a的零点为x3，x4.
A138.png,是6274吗？乙：1个数字正
A139.png,在运动过程中，是否存在某
A140.png,由患者先垫付医疗费用，年
A141.png,互为倒数，x的平方是4，试求
A142.png,阅读下列不等式的证法，再解决
A143.png,（b＞0）的“抛物线三角形”
A144.png,（8分）如图，以原点O为圆心，3
A145.png,别从正方形ABCD的顶
A146.png,连接AD，当旋转角α度数为
A147.png,（1）求证：△AEC≌△ADB；
A148.png,1.已知以F1（-2，0）
A149.png,的粮食多30吨，若设甲仓
A150.png,（1，1），判断点P（-1，1
A151.png,条蛇的尾长为10cm时，求这条蛇的长度.
A152.png,平面直角坐标系中有
A153.png,（3）进一步探究发现，△ABD的
A154.png,记为C1，它与x轴的交于点O，A1；
A155.png,：（a+b）（x+y）=2（ax+by），
A156.png,飞机飞行了6km到B
A157.png,以后的每一次传球都是
A158.png,已知函数f（x）=sinx·cosx+sinx
A159.png,行来到客来安旅馆，如果安
A160.png,方米.假设建造成本仅与表面积
A161.png,四边开OMPQ始终保持为菱形
A162.png,∠OAB=18°，∠AOC等于多少度？
A163.png,数的图象上，求a与
A164.png,对折35次后，其厚度为
A165.png,篮球队10人，每支排球队
A166.png,以Q、C、A为顶点的三角形
A167.png,，线段OA绕点O顺时针转过的
A168.png,知关于x，y的二元一次方程
A169.png,就主要包括开方术、正负术
A170.png,线段，构成若干个
A171.png,坐标系中，点A（5，1）和点
A172.png,顶C点的仰角为60°，
A173.png,个函数的函数值满足y1≥
A174.png,（2）过点C作直线CF，交
A175.png,知矩形ABCD的四个顶点均在
A176.png,x、y轴的正半轴上，
A177.png,长方体由多少个小立方块组成？
A178.png,动，过点Q作AC的垂线段QR，
A179.png,如图，在四边形ABCD中，AB=AD=6
A180.png,点P，过点P作PE⊥AC于点E，
A181.png,和直线y=x，y=2x在第一象限内分
A182.png,直线BC上一点，点N为平面直角
A183.png,且过A（m，n），B（m
A184.png,元的价格销售，因天气炎热
A185.png,B（5，0）两点，与y轴
A186.png,已知函数y=f（x）是定义在R上的
A187.png,过点D作⊙O的切线DE，交AC于点
A188.png,23.已知∣a∣＞1，若不等式2x3-3（a+
A189.png,一个几何体由棱长为1的大小
A190.png,分别在坐标轴上，点B
A191.png,同时小刚返回，两人相遇后，小刚
A192.png,如图，AB是⊙O的
A193.png,（2）求x取不等式组的
A194.png,（1）如图1，当AE⊥B
A195.png,AOB的直角边OA在x
A196.png,的延长线交大圆点C，若AB=4
A197.png,果每台电视机仍获利208元，问每台电视机的进价是多少元
A198.png,y3=（-2）3，∣a∣=∣-2∣，
A199.png,一：将蔬菜全部进行粗加工；
A200.png,从A市顺风飞往B市
A201.png,任意一点，过F2作
A202.png,且满足x2+y2-4x+6y+13=0，求
A203.png,一个月内本地通话多少分钟时
A204.png,求证：∠CDO=∠BAO；
A205.png,已知正三棱柱ABC-DEF的侧棱
A206.png,若∠CBD=20°，求∠ADE的度数.
A207.png,的值求字母或字母式子的值
A208.png,B在此抛物线上，且横坐
A209.png,如图8，△ABC中，AB=AC
A210.png,每年洗澡120次.
A211.png,开始至12月底的10个月中
A212.png,（2016宁德）如图1，已知抛物线l1
A213.png,问题解决
A214.png,克.种植的面积减少了20亩，
A215.png,且PC=PD，过D作DE⊥AB
A216.png,相同，且在此次交易中鼓楼购物中心获
A217.png,旋转木马场地，木马
A218.png,两点，若⊙O的半
A219.png,16.已知O是△ABC内一点，
A220.png,点B的坐标为（0，-3）
A221.png,在直线CD上，求证：D
A222.png,该周参加篮球运动次数的平均数是
A223.png,（3）在x轴上方的抛物线上
A224.png,（1）根据方程的根与函数图
A225.png,1.如图，有一座抛物线形拱桥，抛物线
A226.png,若点D在抛物线上，
A227.png,为5，点C到点A，点B的
A228.png,编写）某人下午6点多外
A229.png,的截面）是边长为2的等边三角形，
A230.png,将图中阴影部分
A231.png,角为30°，从C点向塔底B走
A232.png,三角形（阴影部分）与△ABC
A233.png,若BA-BC=6，DA
A234.png,鸦树各几何？”
A235.png,kx+b（k＜0）与反比例函数y
A236.png,周长为23cm，BC=4cm，则△DEF的
A237.png,⊥AC于点G，分别交AD及CB的延长线
A238.png,BF⊥a于点F，DE⊥
A239.png,连结EF.已知E从A点出发，以每秒
A240.png,图4中分别画出相应的图
A241.png,Ex.f（x）=ex-ln（x+m）
A242.png,向旋转90°后得CE，连
A243.png,f（x）=ax（a＞0且a≠1）与g（x）=x+1在
A244.png,y轴上截得的线段的长为4ア3.
A245.png,10.如图，将一些半
A246.png,题的一个错误选项）.
A247.png,CD=13，则线段AC的长为
A248.png,形OABC沿对角线OB所在的直线
A249.png,且过点（+-1，-25），则在线段AB上
A250.png,则甲、乙商店原有练习
A251.png,满足对任意的实数x1≠x2
A252.png,BC=4，CA=3
A253.png,（Ⅱ）若点E为PC中点，求二
A254.png,Err:501
A255.png,（2）若手动型汽车每台
A256.png,x+1，求它的图像的所有伴
A257.png,30°，D、E、F分别为线段AB、
A258.png,MN⊥DM交直线AB于N.
A259.png,的延长线于点D，若
A260.png,求函数y=アx+1的值域
A261.png,每个台灯的销售价上涨a元
A262.png,汽车收取的租车费y1（元）
A263.png,y=丨log4x丨的图像从左至右相交于点C，
A264.png,（2）设S△BCD：S△ABD=k，
A265.png,在甲处劳动的有27人，在
A266.png,适当的不等号填空：
A267.png,O的三条弦，AB=AC，点O到BC的距离
A268.png,陕西省初中数学竞
A269.png,抛物线段BDC（包括端点
A270.png,线段KH.求点K的
A271.png,夏季青奥会的举办权。
A272.png,设OM=t，当t为何值时以C、M、P
A273.png,为第一次“移位”，
A274.png,已知O为圆锥的顶点，M为圆锥底面圆
A275.png,（1）通过计算说明小虫是否能回到起
A276.png,证明：分别过点B、B1，作
A277.png,且PA=2，PM=PB，∠BPM=90°
A278.png,单位长度的小正方形组成
A279.png,将点M绕点A顺
A280.png,各有多少种不同的放法？
A281.png,是BC边上的高，正方形EFGH
A282.png,七、用0、5、6、7、8组成三
A283.png,成的工程量x（米ノ天）的
A284.png,已知：如图，在△ABC中，∠BAC=90°
A285.png,求关于x的方程2a（x-1）
A286.png,（2）试问a1a2是否是数
A287.png,直径的⊙O交AB于点D，交BC于点E
A288.png,半球和四棱锥组
A289.png,已知两商店的标价都是每本1元，甲商店
A290.png,【例3】已知：在正方形ABC
A291.png,[2017·苏州模拟]如图
A292.png,直径的⊙A，已知：BC=10，cos∠
A293.png,⊥平面ABCD，F为A1B1
A294.png,f（x）=x+lnx的零点所在
A295.png,顶点D放在△ABC的BC边上的
A296.png,A.4B.8C.9D10
A297.png,营区，从496到600在第Ⅲ营
A298.png,是AB的中点，连接
A299.png,某件商品的价格是按获利润
A300.png,若小红让小刚先跑8米，则小红跑2
A301.png,根，那么2x12+3x1x2+5x2=
A302.png,线段AB为斜边的直角三角
A303.png,整体加减.如解方程
A304.png,如图，一个正n边形纸片被撕掉了一部分，已
A305.png,A（-12，0），B（0，-5）
A306.png,求（x+y）2；x2+y2；x+y的值.
A307.png,株洲模拟）若（17x-11）（7x-3）-
A308.png,（2）点C坐标为（0，-2），
A309.png,二次函数y=-（x-a）2-b的
A310.png,x1，x2，且x1＜x2.若对任意
A311.png,x2-4x+m=0的两个实数
A312.png,点，则圆C的面积（
A313.png,若△CEF的周长为18，则OF的长为
A314.png,某地为了鼓励居民节约用水，决定实行两级收费，即每月用水量不
A315.png,用水30吨以内每吨收费1元，超过
A316.png,AB上，AO=2，OB=1，OC为射线
A317.png,（4）如图（3）过E作EF⊥BC于F，△BEF
A318.png,3）若E为x轴上一点，且△ACE
A319.png,二次函数y=
A320.png,图象是直线l，设直线l分别与y轴、
A321.png,y=ax2-2ax+c（a＜0）
A322.png,当△PAE是直角三角形时，求点P的坐标
A323.png,（1）求证：CD=DE；
A324.png,AD=4，矩形EFPQ的一边QP在BC
A325.png,B、C中至少有一个点
A326.png,直线的距离的最大值为
A327.png,一部分后，剩余部分的三视图
A328.png,三角形和含有30°角的直角三角形中，
A329.png,车起动时都以a=2.5mノs2的加速度作
A330.png,请求出t的值并直接写出Q点
A331.png,若∣MF∣1·∣MF2∣=2b2，求椭圆的离心
A332.png,的空心圆柱体的主视图的
A333.png,一列数a1，a2，a3，a4…满
A334.png,价后每月水费y（元）与用水量
A335.png,并直接写出∠1、∠2、
A336.png,象限内的图象与△ABC有交点，
A337.png,（1）求二次函数的表达式；
A338.png,相交于点O，AC=2，BD
A339.png,六（1）班原来男女人数
A340.png,长度是多少米？
A341.png,顶点为A，过F1作x轴的垂线交
A342.png,（2）当销售单价定为多少
A343.png,BD=CE，DE与x轴交于点
A344.png,新月获胜。这个游戏公平吗？请用
A345.png,若不等式f（x）≤（5-2a）t
A346.png,条直线的斜率为
A347.png,坐标方程化为直角坐标方程
A348.png,求四边形APBQ面积的最大值；
A349.png,（2）求EF与PC所成的角；
A350.png,，AB与CD之间的距离为
A351.png,DC=2AD，求MD：MN；
A352.png,轴于A、B两点（如图），且与反比例函
A353.png,∠C=90°，AC=2，AB=4.
A354.png,服务的满意度进行了抽查.如
A355.png,的圆周在直径为2的同一个球
A356.png,（b-6）2=0，OC：OA=1：3.
A357.png,当轮到写数的人无法再
A358.png,∠CBD，∠EDF=∠DCE，
A359.png,（1）当t=5时，请直接写出
A360.png,（1）公园的宽大约是多少？
A361.png,附近广场中央新修了一个圆形喷水池，在水池
A362.png,（1）填空：①＜π＞=
A363.png,△ABF2的面积为20，
A364.png,若∠=110°，∠D=40°，则∠a
A365.png,与BE重合，A、B两点重合后
A366.png,到正方形ABCD，
A367.png,是直线AC上的一个动点，点Q是x轴上的一
A368.png,a2-16b2-c2+6ab+10bc=0，
A369.png,，然后向教学楼前进
A370.png,如图，D、E是以AB为直径的半圆O上任意两点，连
A371.png,例1（2017西安交大附中
A372.png,E，连接CA，交抛物线
A373.png,5s内将静止在水平地
A374.png,结论：①b＞0；②2a＜b；
A375.png,点M在第一象限，点N（0，1），
A376.png,过点D作DE⊥BC，垂足为E，且
A377.png,函数的相关函数的图象上时，求m的值；
A378.png,定改良核桃品种，改良后平
A379.png,ABCD面积的最大值为（）
A380.png,9.如图是三个反比例函数的图
A381.png,且m-k+1=2k+n=1，
A382.png,若AB=6，AD=4ア2，
A383.png,动三角形，并保证三角板的两直角
A384.png,后，t1～t2时间段内B在前A在后
A385.png,如图，在平面直角坐
A386.png,将纸片OABC沿OB
A387.png,AE2+BF2
A388.png,距离s至少应为多少
A389.png,（2）若某函数是反比例函数y
A390.png,A顺时针旋转45°得到
A391.png,连结DE交BC边于点F
A392.png,函数f（x）=x丨x丨，若存在x∈[0，+∞）
A393.png,（1）证明：直线OM的斜率与
A394.png,C.在化学变化中，分子
A395.png,B与DC重合，得到折痕
A396.png,甲、乙两个电视台播放总时长
A397.png,AB⊥平面α，H为垂足，α
A398.png,（2）在射线AP上找一点Q，
A399.png,正西行驶，到A处时测得公路
A400.png,（1）求该抛物线的
A401.png,于D，求图中的阴影面积.
A402.png,象限内，且随着点A的运动，
A403.png,两个焦点为（-1，0），（1，0）
A404.png,速度沿矩形ABCD的边
A405.png,（2）若函数f（x）=lng（x）-ax2的图象与直线y=m
A406.png,等差数列{an}前n项和为Sn
A407.png,如图1，△ABC是等边三角形，△ABC内
A408.png,9.三根在同一平面
A409.png,输了1场，得17分。请
A410.png,P从O点出发，沿射线OD
A411.png,如图①，当N在BC边上，且MN
A412.png,直线BC与⊙O′有哪几种位置关系
A413.png,y=-x2+3x与x轴交于O、A
A414.png,如图，AD平分∠BAC，
A415.png,的中点，求证：DM∥平面PBC
A416.png,菱形ABCD中，AB=1，∠DAB=60°
A417.png,如果挂上5kg物体
A418.png,（1）求函数h（x）的单调区间；
A419.png,例17.一个三位数，现将最
A420.png,点在线段AB上运动，与
A421.png,一副球拍增一盒乒乓球，
A422.png,身高为1.8m的运动员小王进行
A423.png,顺时针连续跳2个边长，
A424.png,存在点Q，使△QAB为等腰三角
A425.png,别与y轴、直线l交于
A426.png,以两种不同的价格从批发部
A427.png,且四边形ABCD的面积为
A428.png,对角线作平行四边形CEDF，
A429.png,交点为E，经过P（-2，0）
A430.png,如图②过C点作CD⊥X
A431.png,若存在，求出点Q的坐标；
A432.png,A，B两种产品，且全
A433.png,剩下的一半和所得的利息
A434.png,它的两条渐近线方程为2x±y=0.
A435.png,使EK=EB，∠B=30°，求证：四边形AKEC
A436.png,抛物线y=（x+m）2+（m+1）
A437.png,△PFD∽△BFP？并说明理由
A438.png,M的横坐标为2
A439.png,这个等边三角形的边长（提示：30°角所
A440.png,一点，且BP=DM，设BP=x，
A441.png,m3+m3=2m6B.a5·a2=a10
A442.png,如图，已知∠AOC=α，
A443.png,的客户有两种销售方案
A444.png,在直角坐标系xOy中
A445.png,间”，提出两个用二元一次
A446.png,（2）画出草图，并据此写出使反比例
A447.png,矩形OABC的位置如图所示，点A，C的
A448.png,B，将直线AB沿射线OC
A449.png,（2016·德阳中考）已知
A450.png,+2002的值（要有过程）
A451.png,乙处植树人数的n
A452.png,7.3、中位数为8.2，
A453.png,PA⊥平面ABCD，
A454.png,CE⊥AB于点E，点D在射线AB上
A455.png,是由一些相同的小正方体构成的几何体的三
A456.png,从0，1，2，3，4，5，6，7，8，9这
A457.png,BD=CF，BD⊥CF成立
A458.png,针旋转90°得到△P′CB，
A459.png,偶函数，并满足f（x
A460.png,与地面BC的夹角∠ACB的
A461.png,∠FDG=180°，点F、D、G共线.
A462.png,图中的图形是向上平移5格，再向右平移6格后
A463.png,两条直线l1，l2相交于点0，对于
A464.png,片，都按同样的方式剪成相同的三
A465.png,度为48kmノh.同学们提出
A466.png,购买多少只计算器，才能以
A467.png,P是△AOB外接
A468.png,③所示，已知BE=EC=
A469.png,y=-x2+2（m-1）x+m+1的
A470.png,面积最大时，连接CD，
A471.png,△ABC内一点，PG是BC的
A472.png,22.在Rt△ABC中，斜边AC的中点M
A473.png,BE的长为，则图中阴
A474.png,道题，答对一题得5分，
A475.png,#NAME?
A476.png,正周期为2的周期函数，
A477.png,某市出租车收费情况如下表：
A478.png,DP的中点，DP的垂直
A479.png,动过程中用时最少？
A480.png,5.如果线段AB=5cm
A481.png,已知函数f（x）对任意实数x，y恒
A482.png,B、C、D四点可确定的直线，
A483.png,保持20海里的距离，某一时
A484.png,下列里程数800m～824m之
A485.png,两个转盘均被等分），并规
A486.png,AC上的一点，在边AB上找
A487.png,数列{bn}的通项公式为
A488.png,已知二次函数y=ax2+bx+c（a≠0）的
A489.png,轴和y轴上的截距相等，
A490.png,直角三角形纸片的斜边长是
A491.png,O，A1，B三点为顶点的三
A492.png,A的距离是C与B的距离的5倍，且
A493.png,结合（1）的证法，证明：
A494.png,且∠MPN与∠AOB互补，
A495.png,每台九五折出售，最多
A496.png,男生人数比女生人数少2人，
A497.png,①+②，得10x+10y=30，
A498.png,两个焦点的距离之比为2：1，
A499.png,与y轴交于点C（0，ア3）.
A500.png,且∠AOP=45°，则点P的坐标为
A501.png,系中，△OA1B1是边长
A502.png,若点P到BD的距离为3，则点P
A503.png,f（1））处的切
A504.png,（3）如图，△OAB是抛物线
A505.png,（1）求A、B两点的坐标；
A506.png,（2）如图（1），连接AB，在题
A507.png,点到终点运动即停止，设运动
A508.png,2个单位长度到达点N，点E到
A509.png,广西南宁改编）如图①，
A510.png,D点在抛物线上，A、B点在
A511.png,Err:501
A512.png,这个圆的半径是多少？
A513.png,如图，抛物线关于x轴对称，
A514.png,标轴上时，p的坐标为
A515.png,求证：MN=BM+CN.
A516.png,△ABC内接于⊙O，D是弧BC的中点
A517.png,投资，现有三种投资方
A518.png,取值范围.
A519.png,轴的平行线分别交x轴和BC
A520.png,（3）在右图中能使S△PBC=
A521.png,（2）两个班各有多少人？
A522.png,物线在x轴下方的部分沿x轴
A523.png,x5-7x2+（a+3b）x-2是关于x的二
A524.png,丙共同完成，则乙、
A525.png,若某人预计一个月内使用本地
A526.png,如果一条直线l过A（a，b），B（b，a)
A527.png,线段DE，过点E
A528.png,（1）请你探究线段CE与FE之间的数量
A529.png,桥到车尾离桥用了一分钟时间，整
A530.png,比前一批加倍的同种玩具
A531.png,笔、1支钢笔和2支圆珠笔一共要
A532.png,知抛物线y=x2+bx-3
A533.png,切点为D，直线AC交⊙C于点E、F，
A534.png,假设你有一笔资金用于
A535.png,图2，若将（1）中的条件“∠B=90°”
A536.png,点E处，求△AED的
A537.png,中，∠BAC=90°，AD⊥BC
A538.png,则需贴邮票多少元？
A539.png,BC中，AO=10，AB=8，沿直
A540.png,若点A、点B和点C分别以每秒2个
A541.png,当CE2-CF2取最大
A542.png,便市民出行，减轻城市中心交通压力，徐州市
A543.png,（选做）定义在R上的函数f（x）满足
A544.png,系中矩形OABC的对角线AC平行于x轴，边OA与x轴
A545.png,12.已知数列{an}满足an+2
A546.png,m的值及S△AOB.
A547.png,根铁棒直立于桶底水平
A548.png,点P在边BC上运动
A549.png,优惠方法购买所需费用一样多；
A550.png,点P是线段MN上一个动点
A551.png,一束光线从点A（3，3）出发，经
A552.png,不列一元二次方程没有实数根的是
A553.png,与其对应的准线为l
A554.png,已知数列{an}的通项公式为an
A555.png,后，一根露出水面的
A556.png,并用“＜”号连接.
A557.png,是多少？你有几种制作方案？
A558.png,求DE的长。
A559.png,为了使销售总额不变
A560.png,景台顶A处测得雕
A561.png,电表的读数，但都
A562.png,且PM交抛物线于点M，交x轴
A563.png,6米，底部宽度OM为12米.
A564.png,c为三正整数，且a、b
A565.png,①若a2-b≤0，则f（x）在区
A566.png,正方形（如图②），则所剪得直
A567.png,土，如果每人每天平均挖土5方
A568.png,道林老师在哪一年出生吗？
A569.png,购书原价是第一次购书原价的3倍
A570.png,作垂直于x轴的直线x=m，与
A571.png,公共点.若四边形AF1BF2为
A572.png,一个零点.若x1∈（1，x0）
A573.png,（B）如图，△ABC中，∠ACB=90°
A574.png,P移动4秒时，请指出点
A575.png,（1）求G点的坐标
A576.png,①求证：△DAE≌△DCF；
A577.png,10.如果x2+x-6除以（x-2）（x+a）的商
A578.png,圈所示），财主想把这块地平
A579.png,在（e2，f（e2））处的切线与直线2x+y=0
A580.png,交AD，BC于点G，
A581.png,乙厂位于离河岸40km的B
A582.png,已知函数f（x）=-x2+ax+4.
A583.png,2500元，若商场同时购
A584.png,已知a为实数，关于x，y的方程
A585.png,BD，则四边形ABCD面积的
A586.png,已知抛物线y=ax2+bx+4与x轴交
A587.png,点为B，C，当△ABC为
A588.png,∣a∣≠∣b∣）在同一直角坐标系中的图象可能
A589.png,，张明用17个边长
A590.png,如图，在平面直角坐标系中有一边长为l的
A591.png,为第2次“移位”.若
A592.png,与x轴交于点B（6，0），点P
A593.png,采购数量（件）
A594.png,点E是CD的中点，直线
A595.png,不低于原售价的基础上
A596.png,150°，BC=12，CD=2ア3，
A597.png,设AQ=m，△PDQ的面
A598.png,（2）在图2中补全图形，
A599.png,且Sn-1=3（an-1），n∈N✲
A600.png,每星期可多卖20件.在确保盈
A601.png,三百六十四只碗，
A602.png,连AC交⊙O于D，若CD=2，AB=ア3，则BC
A603.png,点落在直线y=-x上，
A604.png,函数关系式以及p的最
A605.png,【变式2】（2009·江苏高三模拟）
A606.png,问：大、小船各租了几条
A607.png,为∠MON的平分线上一点，以点P为
A608.png,2右支上任一点，
A609.png,数，求x该满足的条件及此常
A610.png,请求出m的值，若不存在，
A611.png,点，设点P（t，0），且t＞3
A612.png,此双曲线的离心率为2，
A613.png,m，求广场空地的面积（计算结）
A614.png,（Ⅱ）求证：当n∈N✲时，
A615.png,的三视图，根据图
A616.png,在美化校园的活动中，某兴趣小组
A617.png,的养鸡场，你认为谁的设
A618.png,B点的对应点E在长方形内部，过点
A619.png,与直线CF所成角的余弦值.
A620.png,C.射线DC和DB是同一条射线
A621.png,公司利用周末进行促销：每
A622.png,点O到直线l的距离为d
A623.png,∠PCQ=90°，
A624.png,宽1.4米，渠深0.8
A625.png,△AOD是等腰三角形？
A626.png,BC、AB上，且∠BDE=∠CAD.
A627.png,两边之和大于第三边也就是a+b＞c
A628.png,I；②.无论x取何值，y2的
A629.png,球推出后还能再接到小球
A630.png,的最大值为
A631.png,Err:501
A632.png,（只要求填写正确命题的序号
A633.png,与函数y=2x的图
A634.png,kx（k∈Z，0＜β＜2x）
A635.png,边长为7，8，9的三角形
A636.png,1）求抛物线的解析式；
A637.png,已知椭圆C的中心在原点，焦
A638.png,按顺时针方向滚动.小正
A639.png,mm的六角形螺帽，扳
A640.png,焦点，椭圆C的中心关于直线1的
A641.png,点，若△APD是等腰直角三角形，求点D的坐标；
A642.png,再随机地摸出一个小球，
A643.png,上，有一部分影子落在教学楼的
A644.png,点的圆交直线AB于点F，
A645.png,一个梯子，梯脚B
A646.png,设该绿茶的月销售量利润为
A647.png,王教授出版一本著作获得一笔稿费，他缴
A648.png,次购入该种型号的空调
A649.png,在同一直线上，且AB=ア3，BC=1，
A650.png,AC的中点，将△ABC顺时针
A651.png,AA1C1C是边长为2的菱
A652.png,要用多长的粗铁丝才能把牛栏围上3圈？
A653.png,在BA的延长线上取一
A654.png,15m，求旗杆的高度.
A655.png,圆弧所在圆的圆心坐标为
A656.png,A（m，y1），B（m+1，y2）
A657.png,（2）此蜡烛多长时间燃烧完？
A658.png,8.爸爸带儿子郊游，
A659.png,此规律，则A2017的坐标为
A660.png,位置时，BD、AB、CB满足什么样关系式，请写出你的
A661.png,6.某学校计划拆除部分旧校舍改建成新校舍.
A662.png,两个实数根，现给出三个结论：①
A663.png,14.若抛物线y=（x-b）2-b2+4的
A664.png,形.其中正确结论的个数是
A665.png,8.已知F是双曲线
A666.png,生分三组到120个店铺发
A667.png,座位，现有4人去坐，其中恰
A668.png,以M为圆心的圆
A669.png,14.已知代数式M=（a-b-1）
A670.png,（1）如图①，点E为线段OB上
A671.png,1.-2017的相反数
A672.png,AP为直径作圆，圆心为点
A673.png,90°，CD是斜边AB上的中线，
A674.png,（2）求一次函数解析式及m的值；
A675.png,∠PBC=∠A，∠BCP=∠ABC，
A676.png,（1）中的结论还成立吗？请说
A677.png,一架飞机在两地之间
A678.png,函数f（x）=x2-4ax+3a2-2a-1
A679.png,A，B两种机器人都被用来搬运
A680.png,A=2，PB=3，PC=
A681.png,1的值一定是某一个
A682.png,若∠ACB的平分线在y=
A683.png,AD=AB=10，AE=
A684.png,的最小值为
A685.png,出发，沿EC以每秒
A686.png,AE=BF，连接DE、AF，
A687.png,（2）求购买多少支钢笔时，用
A688.png,次住院，这次报销医疗费4790.25元
A689.png,绳子长20米.现在牛
